repo,scanner,dimension,rule_id,severity,package_name,package_version,package_type,fixed_versions,description,source_file,line
Flowise,grype,dependencies,GHSA-952p-6rrq-rcjv,Medium,micromatch,3.1.10,npm,4.0.8,Regular Expression Denial of Service (ReDoS) in micromatch,,
Flowise,grype,dependencies,GHSA-952p-6rrq-rcjv,Medium,micromatch,4.0.5,npm,4.0.8,Regular Expression Denial of Service (ReDoS) in micromatch,,
Flowise,grype,dependencies,GHSA-pxg6-pf52-xh8x,Low,cookie,0.4.1,npm,0.7.0,"cookie accepts cookie name, path, and domain with out of bounds characters",,
Flowise,grype,dependencies,GHSA-pxg6-pf52-xh8x,Low,cookie,0.5.0,npm,0.7.0,"cookie accepts cookie name, path, and domain with out of bounds characters",,
Flowise,grype,dependencies,GHSA-xpqw-6gx7-v673,High,svgo,2.8.0,npm,2.8.1,SVGO DoS through entity expansion in DOCTYPE (Billion Laughs),,
Flowise,grype,dependencies,GHSA-m6fv-jmcg-4jfg,Low,send,0.18.0,npm,0.19.0,send vulnerable to template injection that can lead to XSS,,
Flowise,grype,dependencies,GHSA-vg6x-rcgg-rjx6,Medium,vite,4.5.2,npm,4.5.6,Websites were able to send any requests to the development server and read the response in vite,,
Flowise,grype,dependencies,GHSA-vg6x-rcgg-rjx6,Medium,vite,5.1.6,npm,5.4.12,Websites were able to send any requests to the development server and read the response in vite,,
Flowise,grype,dependencies,GHSA-5528-5vmv-3xc2,High,multer,1.4.5-lts.1,npm,2.1.1,Multer Vulnerable to Denial of Service via Uncontrolled Recursion,,
Flowise,grype,dependencies,GHSA-5528-5vmv-3xc2,High,multer,2.0.2,npm,2.1.1,Multer Vulnerable to Denial of Service via Uncontrolled Recursion,,
Flowise,grype,dependencies,GHSA-4fh9-h7wg-q85m,Medium,mdast-util-to-hast,13.1.0,npm,13.2.1,mdast-util-to-hast has unsanitized class attribute,,
Flowise,grype,dependencies,GHSA-5gfm-wpxj-wjgq,High,node-forge,1.3.1,npm,1.3.2,node-forge has an Interpretation Conflict vulnerability via its ASN.1 Validator Desynchronization,,
Flowise,grype,dependencies,GHSA-mwcw-c2x4-8c55,Medium,nanoid,3.3.6,npm,3.3.8,Predictable results in nanoid generation when given non-integer values,,
Flowise,grype,dependencies,GHSA-mwcw-c2x4-8c55,Medium,nanoid,3.3.7,npm,3.3.8,Predictable results in nanoid generation when given non-integer values,,
Flowise,grype,dependencies,GHSA-mwcw-c2x4-8c55,Medium,nanoid,5.0.7,npm,5.0.9,Predictable results in nanoid generation when given non-integer values,,
Flowise,grype,dependencies,GHSA-37qj-frw5-hhjh,High,fast-xml-parser,5.2.5,npm,5.3.4,fast-xml-parser has RangeError DoS Numeric Entities Bug,,
Flowise,grype,dependencies,GHSA-xq3m-2v4x-88gg,Critical,protobufjs,7.4.0,npm,7.5.5,Arbitrary code execution in protobufjs,,
Flowise,grype,dependencies,GHSA-968p-4wvh-cqc8,Medium,@babel/helpers,7.24.0,npm,7.26.10,Babel has inefficient RegExp complexity in generated code with .replace when transpiling named capturing groups,,
Flowise,grype,dependencies,GHSA-968p-4wvh-cqc8,Medium,@babel/runtime,7.24.0,npm,7.26.10,Babel has inefficient RegExp complexity in generated code with .replace when transpiling named capturing groups,,
Flowise,grype,dependencies,GHSA-qw6h-vgh9-j6wx,Low,express,4.18.3,npm,4.20.0,express vulnerable to XSS via response.redirect(),,
Flowise,grype,dependencies,GHSA-95m3-7q98-8xr5,Critical,sha.js,2.4.11,npm,2.4.12,sha.js is missing type checks leading to hash rewind and passing on crafted data,,
Flowise,grype,dependencies,GHSA-wh4c-j3r5-mjhp,High,@xmldom/xmldom,0.8.10,npm,0.8.12,xmldom: XML injection via unsafe CDATA serialization allows attacker-controlled markup insertion,,
Flowise,grype,dependencies,GHSA-rf6f-7fwh-wjgh,High,flatted,3.3.1,npm,3.4.2,Prototype Pollution via parse() in NodeJS flatted,,
Flowise,grype,dependencies,GHSA-6c59-mwgh-r2x6,Medium,jsonpath,1.1.1,npm,1.2.0,JSONPath vulnerable to Prototype Pollution due to insufficient input validation of object keys in lib/index.js,,
Flowise,grype,dependencies,GHSA-5m6q-g25r-mvwx,High,node-forge,1.3.1,npm,1.4.0,Forge has Denial of Service via Infinite Loop in BigInteger.modInverse() with Zero Input,,
Flowise,grype,dependencies,GHSA-43fc-jf86-j433,High,axios,1.12.0,npm,1.13.5,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,,
Flowise,grype,dependencies,GHSA-r399-636x-v7f6,High,langchain,0.3.6,npm,0.3.37,LangChain serialization injection vulnerability enables secret extraction,,
Flowise,grype,dependencies,GHSA-52f5-9888-hmc6,Low,tmp,0.0.33,npm,0.2.4,tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter,,
Flowise,grype,dependencies,GHSA-52f5-9888-hmc6,Low,tmp,0.2.3,npm,0.2.4,tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter,,
Flowise,grype,dependencies,GHSA-37ch-88jc-xwx2,High,path-to-regexp,0.1.12,npm,0.1.13,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,,
Flowise,grype,dependencies,GHSA-9cx6-37pm-9jff,High,handlebars,4.7.8,npm,4.7.9,Handlebars.js has Denial of Service via Malformed Decorator Syntax in Template Compilation,,
Flowise,grype,dependencies,GHSA-9gqv-wp59-fq42,Medium,http-proxy-middleware,3.0.3,npm,3.0.5,http-proxy-middleware allows fixRequestBody to proceed even if bodyParser has failed,,
Flowise,grype,dependencies,GHSA-r5fr-rjxr-66jc,High,lodash,4.17.21,npm,4.18.0,lodash vulnerable to Code Injection via `_.template` imports key names,,
Flowise,grype,dependencies,GHSA-r5fr-rjxr-66jc,High,lodash-es,4.17.21,npm,4.18.0,lodash vulnerable to Code Injection via `_.template` imports key names,,
Flowise,grype,dependencies,GHSA-ppp5-5v6c-4jwp,High,node-forge,1.3.1,npm,1.4.0,Forge has signature forgery in RSA-PKCS due to ASN.1 extra field,,
Flowise,grype,dependencies,GHSA-4pg4-qvpc-4q3h,High,multer,1.4.5-lts.1,npm,2.0.0,Multer vulnerable to Denial of Service from maliciously crafted requests,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.10.4,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.11.0,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.11.2,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.12.1,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.13.0,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.5.5,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
Flowise,grype,dependencies,GHSA-3wc5-fcw2-2329,Medium,katex,0.16.9,npm,0.16.10,KaTeX missing normalization of the protocol in URLs allows bypassing forbidden protocols,,
Flowise,grype,dependencies,GHSA-q2pj-6v73-8rgj,High,typeorm,0.3.20,npm,0.3.26,TypeORM vulnerable to SQL injection via crafted request to repository.save or repository.update,,
Flowise,grype,dependencies,GHSA-q67f-28xg-22rw,High,node-forge,1.3.1,npm,1.4.0,Forge has signature forgery in Ed25519 due to missing S > L check,,
Flowise,grype,dependencies,GHSA-f98w-7cxr-ff2h,Medium,katex,0.16.9,npm,0.16.10,KaTeX's `\includegraphics` does not escape filename,,
Flowise,grype,dependencies,GHSA-fw9q-39r9-c252,Medium,langsmith,0.2.8,npm,0.5.18,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,,
Flowise,grype,dependencies,GHSA-fw9q-39r9-c252,Medium,langsmith,0.3.34,npm,0.5.18,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,,
Flowise,grype,dependencies,GHSA-fw9q-39r9-c252,Medium,langsmith,0.4.12,npm,0.5.18,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,,
Flowise,grype,dependencies,GHSA-fw9q-39r9-c252,Medium,langsmith,0.5.7,npm,0.5.18,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,,
Flowise,grype,dependencies,GHSA-3v7f-55p6-f55p,Medium,picomatch,2.3.1,npm,2.3.2,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,,
Flowise,grype,dependencies,GHSA-3v7f-55p6-f55p,Medium,picomatch,3.0.1,npm,3.0.2,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,,
Flowise,grype,dependencies,GHSA-3v7f-55p6-f55p,Medium,picomatch,4.0.3,npm,4.0.4,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,,
Flowise,grype,dependencies,GHSA-8gw3-rxh4-v6jx,High,expr-eval,2.0.2,npm,,expr-eval vulnerable to Prototype Pollution,,
Flowise,grype,dependencies,GHSA-65ch-62r8-g69g,Medium,node-forge,1.3.1,npm,1.3.2,node-forge is vulnerable to ASN.1 OID Integer Truncation,,
Flowise,grype,dependencies,GHSA-vj76-c3g6-qr5v,High,tar-fs,3.1.0,npm,3.1.1,tar-fs has a symlink validation bypass if destination directory is predictable with a specific tarball,,
Flowise,grype,dependencies,GHSA-rwvc-j5jr-mgvh,Low,ai,3.2.22,npm,5.0.52,Vercel’s AI SDK's filetype whitelists can be bypassed when uploading files,,
Flowise,grype,dependencies,GHSA-9965-vmph-33xx,Medium,validator,13.12.0,npm,13.15.20,validator.js has a URL validation bypass vulnerability in its isURL function,,
Flowise,grype,dependencies,GHSA-48c2-rrv3-qjmp,Medium,yaml,1.10.2,npm,1.10.3,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,,
Flowise,grype,dependencies,GHSA-48c2-rrv3-qjmp,Medium,yaml,1.10.2,npm,1.10.3,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,,
Flowise,grype,dependencies,GHSA-48c2-rrv3-qjmp,Medium,yaml,2.3.1,npm,2.8.3,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,,
Flowise,grype,dependencies,GHSA-48c2-rrv3-qjmp,Medium,yaml,2.4.1,npm,2.8.3,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,,
Flowise,grype,dependencies,GHSA-3mfm-83xf-c92r,High,handlebars,4.7.8,npm,4.7.9,Handlebars.js has JavaScript Injection via AST Type Confusion by tampering @partial-block,,
Flowise,grype,dependencies,GHSA-v6h2-p8h4-qcjw,Low,brace-expansion,1.1.11,npm,1.1.12,brace-expansion Regular Expression Denial of Service vulnerability,,
Flowise,grype,dependencies,GHSA-v6h2-p8h4-qcjw,Low,brace-expansion,2.0.1,npm,2.0.2,brace-expansion Regular Expression Denial of Service vulnerability,,
Flowise,grype,dependencies,GHSA-w48q-cv73-mx4w,High,@modelcontextprotocol/sdk,0.5.0,npm,1.24.0,Model Context Protocol (MCP) TypeScript SDK does not enable DNS rebinding protection by default,,
Flowise,grype,dependencies,GHSA-w48q-cv73-mx4w,High,@modelcontextprotocol/sdk,1.0.1,npm,1.24.0,Model Context Protocol (MCP) TypeScript SDK does not enable DNS rebinding protection by default,,
Flowise,grype,dependencies,GHSA-w48q-cv73-mx4w,High,@modelcontextprotocol/sdk,1.10.2,npm,1.24.0,Model Context Protocol (MCP) TypeScript SDK does not enable DNS rebinding protection by default,,
Flowise,grype,dependencies,GHSA-w48q-cv73-mx4w,High,@modelcontextprotocol/sdk,1.12.0,npm,1.24.0,Model Context Protocol (MCP) TypeScript SDK does not enable DNS rebinding protection by default,,
Flowise,grype,dependencies,GHSA-7mvr-c777-76hp,High,playwright,1.42.1,npm,1.55.1,Playwright downloads and installs browsers without verifying the authenticity of the SSL certificate,,
Flowise,grype,dependencies,GHSA-7mvr-c777-76hp,High,playwright,1.49.1,npm,1.55.1,Playwright downloads and installs browsers without verifying the authenticity of the SSL certificate,,
Flowise,grype,dependencies,GHSA-jmr7-xgp7-cmfj,High,fast-xml-parser,4.2.5,npm,4.5.4,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),,
Flowise,grype,dependencies,GHSA-jmr7-xgp7-cmfj,High,fast-xml-parser,4.4.1,npm,4.5.4,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),,
Flowise,grype,dependencies,GHSA-jmr7-xgp7-cmfj,High,fast-xml-parser,5.2.5,npm,5.3.6,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),,
Flowise,grype,dependencies,GHSA-9jcx-v3wj-wh4m,Medium,react-router,6.3.0,npm,6.30.2,React Router has unexpected external redirect via untrusted paths,,
Flowise,grype,dependencies,GHSA-3p68-rc4w-qgx5,Medium,axios,1.12.0,npm,1.15.0,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,,
Flowise,grype,dependencies,GHSA-3j22-8qj3-26mx,High,seroval,1.3.2,npm,1.4.1,Seroval affected by Denial of Service via Deeply Nested Objects,,
Flowise,grype,dependencies,GHSA-66fc-rw6m-c2q6,High,seroval,1.3.2,npm,1.4.1,Seroval affected by Denial of Service via Array serialization,,
Flowise,grype,dependencies,GHSA-hx9m-jf43-8ffr,High,seroval,1.3.2,npm,1.4.1,seroval affected by Denial of Service via RegExp serialization,,
Flowise,grype,dependencies,GHSA-2qvq-rjwj-gvw9,Medium,handlebars,4.7.8,npm,4.7.9,Handlebars.js has Prototype Pollution Leading to XSS through Partial Template Injection,,
Flowise,grype,dependencies,GHSA-7r86-cg39-jmmj,High,minimatch,3.0.8,npm,3.1.3,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,,
Flowise,grype,dependencies,GHSA-7r86-cg39-jmmj,High,minimatch,3.1.2,npm,3.1.3,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,,
Flowise,grype,dependencies,GHSA-7r86-cg39-jmmj,High,minimatch,5.1.6,npm,5.1.8,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,,
Flowise,grype,dependencies,GHSA-7r86-cg39-jmmj,High,minimatch,9.0.4,npm,9.0.7,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,,
Flowise,grype,dependencies,GHSA-7r86-cg39-jmmj,High,minimatch,9.0.5,npm,9.0.7,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,,
Flowise,grype,dependencies,GHSA-3ppc-4f35-3m26,High,minimatch,3.0.8,npm,3.1.3,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,,
Flowise,grype,dependencies,GHSA-3ppc-4f35-3m26,High,minimatch,3.1.2,npm,3.1.3,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,,
Flowise,grype,dependencies,GHSA-3ppc-4f35-3m26,High,minimatch,5.1.6,npm,5.1.7,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,,
Flowise,grype,dependencies,GHSA-3ppc-4f35-3m26,High,minimatch,9.0.4,npm,9.0.6,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,,
Flowise,grype,dependencies,GHSA-3ppc-4f35-3m26,High,minimatch,9.0.5,npm,9.0.6,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,,
Flowise,grype,dependencies,GHSA-33vc-wfww-vjfv,Medium,jsondiffpatch,0.6.0,npm,0.7.2,jsondiffpatch is vulnerable to Cross-site Scripting (XSS) via HtmlFormatter::nodeBegin,,
Flowise,grype,dependencies,GHSA-mphv-75cg-56wg,Medium,@langchain/community,0.3.49,npm,1.1.18,LangChain Community: redirect chaining can lead to SSRF bypass via RecursiveUrlLoader,,
Flowise,grype,dependencies,GHSA-mphv-75cg-56wg,Medium,@langchain/community,1.1.12,npm,1.1.18,LangChain Community: redirect chaining can lead to SSRF bypass via RecursiveUrlLoader,,
Flowise,grype,dependencies,GHSA-23c5-xmqv-rm74,High,minimatch,3.0.8,npm,3.1.4,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,,
Flowise,grype,dependencies,GHSA-23c5-xmqv-rm74,High,minimatch,3.1.2,npm,3.1.4,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,,
Flowise,grype,dependencies,GHSA-23c5-xmqv-rm74,High,minimatch,5.1.6,npm,5.1.8,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,,
Flowise,grype,dependencies,GHSA-23c5-xmqv-rm74,High,minimatch,9.0.4,npm,9.0.7,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,,
Flowise,grype,dependencies,GHSA-23c5-xmqv-rm74,High,minimatch,9.0.5,npm,9.0.7,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,,
Flowise,grype,dependencies,GHSA-8r9q-7v3j-jr4g,High,@modelcontextprotocol/sdk,0.5.0,npm,1.25.2,Anthropic's MCP TypeScript SDK has a ReDoS vulnerability,,
Flowise,grype,dependencies,GHSA-8r9q-7v3j-jr4g,High,@modelcontextprotocol/sdk,1.0.1,npm,1.25.2,Anthropic's MCP TypeScript SDK has a ReDoS vulnerability,,
Flowise,grype,dependencies,GHSA-8r9q-7v3j-jr4g,High,@modelcontextprotocol/sdk,1.10.2,npm,1.25.2,Anthropic's MCP TypeScript SDK has a ReDoS vulnerability,,
Flowise,grype,dependencies,GHSA-8r9q-7v3j-jr4g,High,@modelcontextprotocol/sdk,1.12.0,npm,1.25.2,Anthropic's MCP TypeScript SDK has a ReDoS vulnerability,,
Flowise,grype,dependencies,GHSA-v8jm-5vwx-cfxm,Medium,dompurify,3.2.6,npm,3.2.7,DOMPurify contains a Cross-site Scripting vulnerability,,
Flowise,grype,dependencies,GHSA-mh29-5h37-fv8m,Medium,js-yaml,3.14.1,npm,3.14.2,js-yaml has prototype pollution in merge (<<),,
Flowise,grype,dependencies,GHSA-mh29-5h37-fv8m,Medium,js-yaml,4.1.0,npm,4.1.1,js-yaml has prototype pollution in merge (<<),,
Flowise,grype,dependencies,GHSA-m7jm-9gc2-mpf2,Critical,fast-xml-parser,4.2.5,npm,4.5.4,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,,
Flowise,grype,dependencies,GHSA-m7jm-9gc2-mpf2,Critical,fast-xml-parser,4.4.1,npm,4.5.4,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,,
